abadie_semidid,original_dmldid,modified_dmldid,modified_dmldid_with_separate
5.421861926888699,0.9690984164315308,3.010073758142068,3.095854122387215
6.02070675772543,-0.03567628344174606,2.7305931693662124,2.9526871704484794
5.531774688135364,0.3018222544817659,2.807934599363512,2.9333101654998277
5.874472794296597,1.9741114388313976,3.1419667967337714,3.140530364142727
5.623064589731076,0.481676233817273,3.031650624603037,3.0426136411207283
6.055282696608285,1.0026772209505974,2.7353013956907395,2.9440543300836097
5.7279505711049294,-1.323223348979793,2.4718303008289384,2.5143744188210873
5.842392457313315,2.3914529991307,2.9587187869216516,3.1989558104337643
6.113104637806071,0.822706811894176,2.8484442487448822,3.02726358309587
5.760084631409666,0.6990381761642501,2.6437049109943525,2.7613303389322654
6.31954943907847,2.3651758686384543,2.645976764005915,2.8407548129318108
5.36390827002028,-0.6270202110388463,2.5527834666109963,2.7357088627862916
5.710679635869985,0.9728704939340121,2.853656604016052,2.959471190835119
5.897924889861758,0.8671053543823122,2.739252807032541,2.7845658186627187
5.6247744684433405,0.03260350879142368,2.575880939396523,2.9124933003979274
5.580203367261095,-1.2375898043743465,2.1967973304504,2.4084288360419386
6.420603964869652,2.6192480728970775,3.069538084874641,3.1981972942308743
6.299402065149742,0.8398011928152851,2.6601794687431366,2.9460141875990935
5.495262399616831,-0.34903027337321363,2.7009790334931916,2.8936546243187466
5.667196783485436,1.539729056093896,2.8918792223194525,2.9578740153113388
5.210463311351712,0.6576876976356639,2.6061172099441,2.8458835717961275
6.015213320448977,1.7233568213845758,3.097366236019644,3.219863069321555
5.807209859582015,0.2764975583601093,2.7185721737890165,3.0224039440878783
5.822490229047766,-0.5367018973125478,2.728068530469529,3.05287957973068
5.849266892823923,0.7091453041243059,2.565190019124617,3.1754499879531357
6.235045870894381,1.1899475521191647,2.733678770679608,2.957481511921974
5.786287876927235,0.6160941326107505,2.878833377705612,3.0912153548132366
6.001650382135411,1.7942125523574683,3.145390426224675,3.1843171005742685
5.917655166541733,-0.5446037836512829,3.0345698267624175,3.0453249547658294
5.613085811381508,-0.018199438187286643,2.932080792723906,2.9729825522828364
5.20739054243653,-0.9549541110233738,2.4379226071581095,2.583852603966025
5.726783268732592,0.17494588336952327,2.95045993238607,3.0607582351524965
5.788342884331684,-0.06119270297179391,2.52229616734541,2.822231959144831
5.798066651730497,-0.7708487355124651,2.8108407106093587,2.9390685239085554
6.1476422941974445,-0.3714918509059863,3.0513402977373203,3.0498178495468276
5.782265290129247,0.8393413159569229,2.7843757014676465,2.844424302905767
5.8636287210153055,-0.03153278253145922,2.7708693942790967,3.047087332994617
6.20817235380734,0.9698285709295106,2.6796319224649237,3.0660947535678167
5.817224020639045,0.03505778448081712,2.4823861325952117,2.690978392643136
5.213774055556336,-0.013467892524208436,2.742344162806469,2.9504295202671287
5.723983471773097,-0.9209877197303507,2.7220273004099944,2.9642952828347253
5.443044871416896,0.08301336320875552,2.495432223894216,2.7336869607233663
6.0175428489508676,1.8688997498796573,2.6992801269224485,2.944480421072992
5.955915002030493,1.0481004721758602,2.7887910294204357,2.871423082902949
5.741492961693698,1.349474472447774,2.9955014190934417,3.186892128842869
5.459680701380149,0.4132058352046383,2.715541059576053,3.0207830182512536
6.044298222132571,1.7968700654270755,2.942951503888028,3.20853836743613
6.3109453864114835,1.840479878772054,2.961008484777799,3.231373330683965
5.5992433275126245,0.10534620483005586,2.482719065368049,2.650169002108549
6.038433643324459,0.8127444897814983,2.7315706243260145,2.9020920027630153
5.628283234563047,-0.465426418996842,2.5554533321501505,2.5422164560229996
5.7262129733224585,1.000151453608907,2.900976561109329,3.071251021116617
5.876682010717774,1.0190584041295785,2.75432258753309,2.951352540702681
6.027140141772613,-0.03819940676880407,2.7332209814075146,2.8746383452494753
5.882646496026531,0.7071077837614531,2.5334428804350226,2.7174551414067523
5.168731152227392,-2.997750888919823,2.4125259863687214,2.527103024798443
5.614813322082871,0.11359868078837376,2.6897427135473855,3.0194594875436627
5.7343390688787235,-0.438371566313623,3.0793804602867016,3.189790122436298
6.048880708009719,0.8169935600237384,2.839556724402104,2.892716707296904
5.700853884522194,-0.8010506761198171,2.30499274325004,2.5570667383106294
5.623257607484174,1.248108830098347,2.9551070106668282,3.0871970974140472
5.725328704670942,1.3301476369445813,2.841949940155003,2.892374846959111
5.909805882778994,1.2558326823286619,2.7816584076901183,2.815744952713073
5.4973845812174185,-1.872687732472344,2.499856498882531,2.6877440536495776
5.764168372352928,-0.9758489468791367,2.7141479750413406,2.8382579803289527
5.616687560739333,-0.3411869703722108,2.7260793335450675,2.8559315512611896
6.2280045473234535,1.7558094699748474,3.0560007809617797,3.1045038140625225
5.487856483491302,-1.8062652760892657,2.5416461143637727,2.8160117676235625
5.616207989703729,2.1051433698147415,2.8655724359794665,3.0787900377058675
5.9452847330310234,0.3793745492608791,2.931596347236516,2.8323411011138617
5.8088650415507646,1.246796102617048,2.6641071732902164,2.95594326194477
5.562546809851051,-0.053310275337082706,2.8709258157905184,2.9126633688623285
6.337031727689281,1.8187027021375108,3.109274100846278,3.2696186188545404
5.518423767231046,0.709558996650675,2.760098704789332,2.9411187155765983
6.1821835212715595,0.97012487887006,2.995929192923543,3.1059251995749246
5.239409738598341,-0.24145459272338565,2.4931744783640157,2.5866666100556603
5.612963450835083,0.4767391102208013,2.8098785101825303,2.915780204918304
5.747895179792415,0.13482278329842712,2.410328534668004,2.537411766184344
6.196066150623604,1.5557365522552558,3.003242202642883,2.9610171670406924
5.914489920404148,0.819509452684702,2.9759706921503533,3.042659800534504
6.2086323553665395,0.6532681077618064,2.8852824965649333,2.982290960450258
5.430557638717198,-2.3946793321724793,2.8724146222690354,2.9380080004441225
6.307758798134766,2.3742774495433387,2.7557676815026007,3.0759227620288963
5.890338575301688,1.6227159158276367,2.712443154299498,2.715616765112975
5.89422530638022,1.2399081994484844,2.5651583470511463,2.8109608944894653
5.8432933905875855,1.4723029797440825,3.0963015049112075,3.2495567411895108
6.166328490962353,0.755464158759227,3.0107987484189804,3.3334868587332736
5.389487502258907,0.296036043391685,2.9023464235160796,2.9842285319529402
5.765328038070678,-2.3472287239284757,2.695624648182081,2.920577802815375
5.883531062258991,0.2623715964349077,2.934396932897899,3.0416176571358746
5.429021012889406,0.5635638000080038,2.7678686667884485,2.9510122471096167
5.362998949338244,0.11175208600568207,2.6967158015327692,2.684019339540595
5.8437113102305345,-0.6836695749469783,1.876273730347239,2.007561216781549
6.027458381436225,0.08723468904438769,2.712641818639408,2.841010959807599
6.088061019014979,3.141563563011256,2.632132676846343,2.883108699834681
5.934927976493547,0.38945917380017336,2.8278819119005894,3.059327097640453
6.292268567166474,0.6732635924305467,2.6213020179757476,2.8610478075642
5.6532459905760595,0.14452608739377754,2.6888481282149685,2.93955631424079
5.8872674810988235,0.0881253779401614,2.626105059919561,2.9411377180793963
5.550549920050841,-0.0916093010281176,2.7100443851538527,2.927273056396755
6.0941028091840534,-0.7568291121733871,2.6619755339155073,2.9318215763970925
5.5653224017067755,-1.181472853171663,2.3804747353781113,2.696352651580523
5.62041894506444,0.15278621737274556,2.749588729381651,2.8495724493328627
5.41048907444507,-0.2030428316632017,2.277554734599163,2.5683028442653573
6.040278487252919,1.4024282232381986,2.7746517717906194,2.9512168605338696
5.893346738213841,-0.4584012552347847,2.5946105375893738,2.7991156690502472
5.764020610404178,2.3511529956453887,2.857823069696397,3.139301258369188
5.645924286094822,-1.1123026465444203,2.6365968893064586,2.6765799294512336
5.694926594700013,0.5580384663327063,2.7331773882087775,2.8854349386706395
5.847374013348682,1.3481423657770653,2.8290623664915273,3.0934946315281904
6.186170869078638,1.8281130012895501,2.7539985306677224,2.971624240791935
6.049061964339468,3.120751730150881,2.7735620326526718,3.033710947834933
5.418785198440709,1.0372763189882004,2.398928095283185,2.67738843559507
6.059485713804661,0.5768583208798393,2.4965069346832873,2.6111454731690165
5.619644139719339,1.6540511181112683,2.627671134880446,2.657478994310013
5.460023711297844,-0.01696886199160086,2.7125870842871764,2.7181296958001675
5.994303673247688,-0.7852752930553898,2.676678498419019,2.8672912255639886
6.088712458656377,1.028116668304886,2.8800123953074896,3.0055269871099854
5.872150374985288,-0.6921061154604728,2.7958061822479356,2.906516377162915
5.348138960792261,-1.3928992555249955,2.4675538350134683,2.731802915733573
6.003128053840757,1.7218630132325616,2.8608854362405016,2.9050665390840775
5.699373770878156,0.5770893816141272,2.726858408310868,2.914907686287892
6.784704909084659,2.311909172482826,2.776184967194805,2.899957936963384
5.7707377190213,1.0353434930388035,2.6373544274865255,2.806441304119241
5.823494301372503,2.130435503451319,2.681336370919778,2.9356031669070894
6.1883902532515025,0.13788832403766693,2.8928601507507588,3.0419412306163753
6.081770987447997,0.9207534561803083,2.58945180797008,2.8453581314517646
6.055974898731064,2.026115973461014,2.9527996405299275,3.303153127503884
6.16134055536443,1.6193573533959948,2.8948240461458643,3.0389857743892597
5.2889024405365666,0.1346747322940076,2.7689444316715797,3.0215955033726214
5.986904414354118,1.3151836950303146,2.591459489545075,2.7785620589160303
5.7478479416344594,0.3442714267644963,2.8486698987373984,2.927808317104753
5.738441878118176,-0.7268350106713467,2.8904135064614387,3.010316526315263
5.9497412527203535,-0.3877642228725515,2.6043952791749208,2.7251788194065574
5.138541999796355,-1.248620390206683,2.3826949948967733,2.458714683488605
5.826404949120492,-1.2237957196305618,2.6169030184656976,2.7908644285113633
5.480811404354808,-1.6338813635945693,2.7720682348180268,2.979492953475962
5.886504957470934,0.6455998017732962,2.737509823378943,2.84092010082688
6.130797734754679,2.1253099295203794,3.3060952776675294,3.4582027410196767
5.8593781272190615,0.8032730017141292,2.6656287329881656,2.8613505611872263
6.021652923996581,2.0538444628418038,2.993842633656323,3.133846907497441
5.352592654704596,-1.0694249629139998,2.520313951437866,2.3767555566676672
5.596253231441655,0.5342555290056918,2.6297077024338753,2.8617368414990305
5.897870895586684,1.3366459438254459,2.8649420652792834,3.10760270770755
5.802659824786022,2.6257623727928925,2.9274493369157906,3.205879492008288
5.86122574814295,0.12139157135707776,2.836507954835485,3.1413521327773744
6.160598352856864,1.4767387351283534,3.053600498877734,3.3004557734594804
5.656177501088703,0.7318800540696689,2.976092409724198,3.089066980142101
5.944824224067326,0.3603895455512375,2.834895296349538,2.9804600140762556
6.346040877783633,1.2803432993651338,2.8050150981976834,2.861957650910832
6.404132555089149,3.527558309046835,2.7008130532166663,2.8482940002069923
5.550288231629226,-1.1176525596200397,2.701116319789583,2.9037447432744843
5.656010378640323,1.3433014365105436,2.712860713133418,2.879513045445912
5.963682713747742,0.7666517131425128,2.74722749535118,3.0939443243667344
6.526804698849415,2.1681119550270327,3.099275070537481,3.24683106609601
5.830682705964961,1.048939610210329,2.770892333352932,2.7560820519132943
6.00032149344175,-1.8639934857281975,2.869665879972321,3.1245199771787986
5.574519739319422,1.8632639706089225,2.8404699519742644,2.841956677796966
5.900581929881428,0.6210159153897004,2.635372437606115,2.843150553585394
6.214343265178648,-0.10081279511993979,2.9786053335535474,3.084055162940211
5.532380064099478,-4.4921564212715825,2.1546930517458973,2.2995677421551726
5.491612345129314,0.25188436436673656,2.800650963214232,3.0356557022742705
5.668984453696496,1.2964294190187469,2.9975498035945187,3.281053833184583
6.2374471711964015,1.3297570058099104,2.5990050130101903,2.890543276510419
6.194084549777405,2.1170829118465355,2.649838308844301,2.857098076462999
5.835730623902694,1.462721746336808,2.5637122308829294,3.011630890848232
5.810258757716923,1.6776874485063376,3.035125583139624,3.2545573568654134
5.679752718730706,2.022428907737475,2.907650551988998,3.0562419933614033
5.635823913006605,1.2294426100076472,3.186643448739815,3.35140178963045
5.889921876705677,2.316422000625094,3.181945506097037,3.420533492363496
6.092588882591043,0.8042418338924884,2.746509980948995,3.0061128522330347
5.262612726818587,-1.1434300528849748,2.657707221801107,2.764458363344883
5.481841323744876,1.4733849655206277,2.9006436192088074,3.2571565686034996
5.944147201358882,2.6186333291488597,2.9676915638973473,3.145240254004359
5.556528397536236,0.2150098109808823,2.686945971059253,3.0153598640646564
5.943882412018635,0.6502625106867355,2.774369922166833,2.910595910443922
5.542078163858358,-1.3008881065015345,2.2170270533579544,2.367058010383059
6.086668834767629,1.6396597596330118,2.6134865696973133,2.9305631092837885
5.906802203455874,0.3797466264056748,2.7237180352046835,3.0012071431947795
5.631589383241972,-0.16607702482662304,2.853189054466442,3.0353337282229944
5.281588082986526,0.6047527129278519,2.5965824026736977,2.794763471533042
5.688316701010599,-0.28339450548463363,2.8962244094704825,3.0371891198209546
5.77363670439435,-1.263517640270281,2.565561802424455,2.7882890974533137
5.855939400433892,0.03312542049562861,2.7872565489926426,2.9845247823409116
5.955491453351257,-0.14755493904626196,2.655675881761071,2.912401845607815
6.227706848523309,2.714119225728905,3.136232084491024,3.094830863182904
5.791557172538252,-0.5245925279717942,2.6554788667087177,2.7972036823782407
5.836391708602919,-0.22903048641241674,2.6723701810603573,2.706541597723713
5.825356090041861,-1.5825749112355623,2.772921981004046,2.9592002160718405
6.076334976187485,-1.3152725775311582,2.8498970416247413,2.8871502780100364
5.930056954178274,2.5275916872190143,2.739414438682074,2.97214803334431
5.695764363448495,0.19217753437813132,2.69571833335522,2.8239662123560914
5.929557088899865,-0.678747807670707,2.695885700144469,2.7621274997067644
5.689198224675731,-0.3600939154367556,2.7762939066066856,2.8656476519807415
5.636283033927617,0.13732430306733634,2.8824519332771206,3.017687227900584
6.0413387407580394,1.5665461623649177,2.945900797973152,3.094984545659451
6.038085132160718,0.9220350384255389,2.815668134451503,2.90687611786118
6.070886816205703,0.571342065292426,2.712927084255366,2.86722944605528
5.704299731984893,0.6912509996557671,2.961493344286527,2.8813594746657536
5.893258130311593,-0.10316069885984569,2.6930985470058375,2.8252814852778285
6.08271651639607,-0.5553807037027546,2.284315415737607,2.778318812457334
6.194225662388582,1.9436685928329325,2.7858113777037063,3.09721668982323
5.502141150885972,-1.4791033042239663,2.350920479562628,2.51608156138027
5.750673859786521,-0.38384462735575287,2.558317998102547,2.698024583131895
5.866570697560376,0.8030974583673185,2.7619062506995338,2.981057645352367
6.021682080933725,1.3705731903536256,2.727501382278568,2.9690131968048195
5.403709509260136,0.6765773765085126,2.606658479116559,2.869691178168796
5.594112938589638,0.28257528896242945,2.810216527430864,2.9583553187372136
6.260297139051006,1.6340251036522382,3.246157234719797,3.218809167374234
5.635373711774174,1.7213513541969911,2.891006804575164,2.9730857451505694
6.186392304929222,-1.2473685244517307,2.583588013980245,2.737873920681869
5.455065502455713,-1.502291781888504,2.8766986094639533,2.9924008757951475
6.280710427375288,2.8947509568915133,2.835531021094556,2.9924901272777236
6.0698244558990275,0.6867176487200695,2.810875045696295,3.0465493373778765
6.06513305775087,1.821901553640001,2.8334883897352663,3.0388005187497935
5.966898421849291,2.760592133381807,2.9306146083195888,3.2085871068446328
6.127341388164985,1.4805445306059277,2.8344095820804442,3.0789761066380112
5.571759998827204,-0.4178106851442229,2.872904553196551,2.9160597217764535
5.797431833599005,0.3665244537612396,2.490145956898923,2.572247722166656
5.888584394680052,1.3477530174340981,3.0217009655547225,3.1268227226200445
5.976280459260366,0.1644455535124842,2.816603042266726,2.9049857841502154
5.691810424835006,0.9803420915022762,2.5777657205031597,2.6464872350208584
5.597942433523592,0.6823369563524824,2.934299836340486,3.065743004019179
5.895252342927544,0.8109889324865823,2.9302578954444383,3.0929277615819393
5.291248655027217,0.6379851816897504,2.792176434765106,2.9502847584796426
5.829429901532669,0.7478889905229957,2.965395002082866,3.0116364402869644
5.321420261298797,0.10738688428167031,3.2232421966751756,3.2162858305039843
5.882380383585529,0.24647671784253133,2.7870617738261245,3.113757937228179
5.746483025756566,0.8909098475896138,2.6378903266574842,2.7314579574194173
5.87025614556872,1.669852316467612,2.811369545835554,3.0778106974503645
6.014138284268345,1.1971480867545046,2.953729161825729,3.0687689506266467
6.05256486134585,-0.1557291989500188,2.5077008343054024,2.923003147648618
5.847909434027579,0.9462319497369907,2.716487704712634,2.8663859903183226
5.81635122161871,0.7344045930484213,2.9370468012417428,3.109912613549772
