naive_did,abadie_lgbm_result,dmldid_lgbm_result
9.99475597953639,6.2736856152568015,2.030759076927212
9.591023975233082,6.13945879426624,1.9623121648456006
9.252695703776856,6.235873465818865,2.3811529935025115
9.611341466345312,6.235293187287908,2.45356167796446
9.379630187593222,6.051180218141456,2.6344587582792394
9.9341227908467,6.547168923746925,2.6189461842744026
9.918973489263811,6.334922212152944,2.238408019079257
9.071150476899437,5.834303095191441,2.297408538563985
10.019326828756917,6.314872713946082,2.406209090437984
9.865938655070863,6.391594351867581,1.9856102989289988
9.821395457861374,6.462208625335514,2.1731352131406574
9.49094440662247,6.125515889732282,2.1111679186446723
9.585079486240689,6.057867488534352,2.6702704779206425
9.446544695746661,6.180160673746974,2.1485908757308425
9.85254723748465,6.293199883079558,2.368444132790738
9.74476200604365,6.422288673338205,2.4804924985726595
9.74504695719185,6.287786336699554,2.20845997742068
8.96299295900592,5.702506849386832,2.9438743302944594
9.860119078394959,6.429243948073463,1.7692653337878648
10.109777495658477,6.645819604859634,2.4272005304686677
9.601644104010905,6.179444487367071,2.4905434653647545
9.393613362643379,6.031302805792342,2.786102251116721
9.715300802295905,6.2606117977610225,2.302717721901689
9.877152866273677,6.5190996906639285,2.192583423191841
9.44238605493923,6.155196436049429,2.427111465616208
9.49062945978294,6.16432558345151,2.4322312880998185
9.448482082845413,5.925769858679639,2.361310039420599
9.584986264205149,6.220277485169463,2.4196111189671754
9.767653374218241,6.117243190917843,2.294199509418603
9.56681277713832,6.245081642275484,2.2469076162466486
9.517596897519912,6.1094566595342705,2.1826124342392363
9.41247286412101,6.13341851347257,2.483911641775006
9.054639921923032,5.970834487571333,2.438639963764902
10.031198114794652,6.418329362599217,2.17555039270471
9.516857756419139,6.122221676225757,2.4490933613391066
9.5643281233182,6.436641404319158,2.416676642057401
8.714374970627304,6.022983290482282,2.4315560942904986
9.547441107840289,6.032934175729904,2.364911545081478
9.185356544089352,6.115972996340949,2.1347032962216934
9.95813145771752,6.446657027498507,2.520085281117442
9.768368149939892,6.330633188837179,2.2663745665745387
9.418342174101664,6.284735666243598,1.9442727990591362
9.537500721190035,5.93600999531363,1.7902759812629738
9.794713972597265,6.463991968205166,2.291870347130192
9.769718725155833,6.1972154658904435,2.2496369547160593
9.776589193056434,6.132396737325093,2.283441899803355
9.169061234327463,5.753370613489242,2.536642902119344
9.608940546986986,6.178217399027449,2.214322429369245
9.826706259327018,6.389688770503776,2.689039553808599
9.487679433968996,6.395176934700463,1.888690841389898
10.04642588153148,6.652667629618719,2.021534092517282
9.624100734501905,6.127724111053054,2.4112847885929396
9.812832525705527,6.176772288143766,2.4902017347471563
9.253835895701103,5.9030875851360545,2.4825369706703677
9.670420557434026,6.352019947356406,2.0900395860712093
9.635260749289593,6.294779438382715,1.696125416475275
9.663377116419438,6.436722099014044,2.3245852315991535
10.09492670443681,6.388174467290042,2.250025521547331
9.41114086536399,5.812532836462804,2.4654116955418144
9.657635556231211,6.250500843223622,2.619157604770487
9.860081445953755,6.2473117311962305,2.80996584550571
9.516667051340105,6.034703611719983,2.2019366417786452
10.185818216464073,6.344119873909472,2.412737430824587
9.935381151049457,6.4985243921296325,2.209467788866121
9.285771542514016,5.854700727747251,2.4106814962232965
9.937991807101556,6.277214592566496,2.7108564075753776
9.58540787053797,6.125748177763797,2.56232034072492
9.583751433896692,6.355356535957559,2.141189667217003
10.01693119141368,6.508445075200014,1.8311719484311766
9.793790887161762,6.408808378229144,2.1780347634549817
9.595022806378989,6.257660617765134,2.4373496780525095
9.725147222230909,6.248503540789425,2.617043617712837
9.682493192282553,6.002126536938737,2.34558779665962
9.344173052111934,6.196936223553235,2.272330409382322
9.778707082758464,6.167745146160641,2.7296910498748934
9.113303963091518,5.971468229354177,2.5767162273153454
9.653899526874715,6.210956133727133,2.5275173274938747
10.1215551221489,6.643377334652854,2.487971549460779
9.477774943266992,6.0270732931949595,2.5572578027668595
9.265119765328933,6.105992606602382,2.425572110477181
9.106285838161117,5.900825733431479,2.2343771380931
9.29677826531191,6.053384649674681,2.240124894476761
8.966637233921544,6.01095939636595,2.6416119004100853
9.875494227799596,6.461412242684907,2.2929714267497507
9.601915308859166,6.291901411807286,2.502203129454753
10.13044420918842,6.423803613513866,2.010010067227787
9.473897041404477,6.107994651554515,2.596837184734703
9.786028487514592,6.230105129992818,2.394157950396182
9.414712069050571,6.278450277158139,2.2133633371990244
9.6166963850191,6.303746942964336,2.1458909203978003
9.190719164856365,6.026869232036479,2.509548559479912
10.195912341340076,6.598129564368815,2.565950505399643
9.370847702128783,6.030698983675838,2.4802448080594566
9.578161084507443,6.1935353676739515,2.528074844522976
9.91384534785137,6.415111520619163,2.5113237445458028
9.529474636660925,6.043404421205836,2.0268341609728715
