original_bar,few_fixed_bar,abadie_semidid,modified_dmldid_without_separate,modified_dmldid_with_separate
9.042252305811372,9.12719047254499,7.5299985324768794,3.8850650317508015,3.7756109746890227
8.491387603824093,8.65992914382823,7.120563927673496,6.706221658793274,2.9447938347287828
8.484564428895506,8.3323702069669,7.364653405896367,5.104007950950895,2.8804375824009094
8.083522724357664,8.665302403972941,9.008635845492982,8.929566883663487,2.6897956802333525
9.576839889116268,10.06319140044448,9.280358278332189,8.325481366265201,3.5673301673920417
7.3614379289744125,7.346375996834331,7.144157303451439,4.345712857841024,2.3698064684505242
9.843515676486792,9.635574740336889,8.366653277755937,1.2480541021947036,3.848452519953236
7.518451214098397,7.652280197542606,7.198593810819971,8.548788868445559,3.0242804099890757
7.95276014073502,8.346373908161478,7.461769183165708,-2.930484496181586,5.1314327477015
7.760731314000028,8.258046619253609,6.557129205030142,6.645963610841065,3.081677792459794
7.944401807676644,7.972399587952934,6.155354999476908,9.281140945932576,2.5662787130345155
8.954879727376712,9.095571655207646,6.812286267277535,8.595086736882205,3.1980454780222245
7.763707687816122,7.8157012385319184,6.0223900886874056,-0.3288022034439084,3.24498114411871
7.577427771945498,7.913146335072216,6.586796272448399,8.05077517644227,2.5558532107244716
8.607118790449064,8.7092469023732,7.194319686154317,8.798910390245531,3.113261432854915
6.838157129995726,6.840438755507414,5.74581714278488,8.13442844603134,3.5020037336717564
9.109806495589819,9.231693543481178,6.860461597505857,8.506204980891908,3.145402028028438
7.587316355185165,7.440599136974287,6.42907606644991,-4.502466783654137,3.424408698535899
7.336945928331895,7.871922343281968,7.041215914586518,4.37073192951816,1.7099525819784918
5.969179644825767,6.18474365562113,4.699036582872806,7.639455898455069,3.1388627399021263
11.010798677190785,11.323076638634273,10.049190139652946,7.921632344502223,2.678557312214766
6.205680859729679,6.514748088777763,4.999388034614283,7.118313631734155,2.5592323800917702
7.794419216441398,7.835431004605077,6.7681256860749155,9.319657948863,3.426984122003083
5.692907203311313,5.2032661180402515,4.503310031606239,1.1193438154832198,2.421737199938127
4.23390830416634,3.654016167956224,3.414503485733991,-0.41841545314256834,2.232531556301697
6.310977478635408,6.247854003793349,7.092822730260032,8.149923743402699,3.0322553712293527
8.422606892207817,8.679302917723657,7.464944280089238,8.525524103925479,3.186571742798482
6.135197732740919,6.863936960970788,4.824954156168322,7.488965262568943,3.134331186216592
8.272792057318716,8.032357959183635,6.826044514087145,7.737517705177861,2.8972085604093656
8.180153444809237,8.299692513405699,7.589688237727259,2.654247500981919,3.3761689762984846
9.53190676432466,10.12254691073969,8.823748836914877,8.36781850270982,3.106344252898344
8.019512501097584,8.2864319218091,7.543273362678559,8.715926740700548,2.582296696411693
6.73157513492934,6.924002503779175,5.490538268721672,7.515590480114847,3.119626494021005
8.89632645459907,8.760645334024217,8.263623887228754,15.314354058817655,9.239667611393909
8.323595098659823,9.274493031671998,5.990153241079023,7.7447922015300215,3.2298484691981533
6.283810373683731,6.39919583915697,5.1477636967864795,6.616227012175261,2.8279449192757893
9.008337578595409,9.431385221051936,8.147072044432196,8.992065109141812,3.4653462018601484
5.246211981382933,5.418470129935977,4.1947579150931,7.589552400642027,2.915987091309892
7.674402303416922,8.525908662203193,5.474557272825931,6.856317869842818,2.3420750388878755
5.04244605147415,5.042029082692871,4.266823411635729,-2.705643947785621,0.17268587375181976
8.351461495547476,8.572781696128523,7.044576829017585,7.721604794940661,2.896518597261739
8.504949815734447,8.735462903940991,7.1111342928931025,7.854616286299069,2.4348858813350645
9.968390603966855,10.078194723990862,7.940674520013228,8.94522741696438,3.0321067268632214
8.094618357702345,8.326796639108831,7.077571079128026,8.48331922769952,2.603110768831825
6.496561275887044,6.731729710958094,5.672332952370529,7.601064382513536,3.7387981756805626
6.771776780541285,6.974158924510571,4.94065726701938,6.11420905974384,2.7791848165958317
6.112004782270865,5.679193966192241,5.383190043991361,5.373511765400303,3.667414322996888
6.975274254668525,7.448277975974218,4.179917356923027,1.9473927817101353,3.158754253759917
6.622762499656778,6.664922937556511,6.698844955240468,8.819987217522844,3.223361639129136
6.302497466221876,6.105949328722459,5.209528779862176,8.344104493094822,2.7760494679979306
8.21667885982842,8.200403150928832,6.959826268391046,9.310288789243716,3.157428336233172
7.479641306201751,7.923250227964642,7.008970188989745,7.2024614301650605,3.1094366695061857
7.941847106598223,7.690791593872433,7.378573357770077,9.116906672815663,3.24945793251916
8.720564663013889,8.948778710751684,7.179274593657785,2.2466151280667637,3.9272223986315655
6.401859054775552,6.794415067072304,5.025883402578664,8.455547116454895,3.0298280688359007
9.633765343638235,9.90507090023943,6.94403187922441,1.9523051780364797,2.798373617561074
4.9051134933269935,5.041118916407088,4.002835919131876,7.136253147353506,2.7446654619719943
9.938098434211177,10.055496853446513,8.319349802615488,9.207310349982016,3.453662074869394
8.052537530208136,8.971523208615158,8.27722469328807,6.835560628101495,2.3548846647801884
7.540577841605856,8.7295833056581,7.54493648777754,7.834933918251652,3.0867381412233392
9.301250126532775,10.374849455451274,7.515898133089311,9.876100174752718,3.4025193539540264
10.023531332026849,9.468396624466745,8.698080230897252,8.349907544930012,3.6043063740086723
6.560402462454333,7.01949854480027,7.40574322928502,6.7971755428739815,2.5049448317839946
5.878719344440495,5.770182573944741,5.098316086105804,-7.151898935658402,8.360400936376976
11.469984006483926,11.613192905201826,6.558885083881357,3.1301431241759783,3.5985675240537516
7.5731342619560795,7.610485208988191,6.549748740769307,2.7219625763493775,2.0746335846802
9.043827747849805,8.65202494775871,7.296462212739048,8.911824168024143,2.5548147073459915
6.899288244814825,7.248893444224419,5.523931479280464,7.5981329599137855,2.644449747680384
6.329410989126725,6.333865254509165,6.967380477312237,25.60557686350882,5.201188662620313
7.855762392217255,7.772007229677549,8.017710793993226,8.501851293930907,3.067021541325463
9.654196888353354,9.897535648921632,8.743724821889122,7.7734375623918766,3.1995850256489193
6.605076291763206,6.66397831431941,6.473234665682347,8.760469515757007,3.3729471628096808
9.027206051792561,9.461293001794875,8.218819917007155,-13.183914453377973,-4.46422023028211
8.681882382406828,8.661849597710999,7.137673379292749,6.116184852400501,2.716865940412699
6.270954239362846,6.767509787292578,5.710797078933175,7.135089202088309,3.516119262495808
6.682152899467283,7.035903320530057,6.622186595559855,8.631831078143975,2.6680816424392932
6.98146791681259,7.054829871405609,5.5252531294432865,7.628780664398461,2.6993291539913953
5.806637067461532,5.854094430326125,4.215016369185788,7.673826672798926,2.877734912983887
6.196803503137687,6.955280007298102,7.46901182843126,0.947444031501504,1.722266167722645
6.917313674509142,7.1243658213703025,6.906810718408124,6.93156410945018,2.6811469449647536
7.698470264777604,7.83290780955209,4.894805808881439,8.663839742347347,3.2997523932385664
6.6719045512903215,6.780192469131245,4.750055395428084,8.399791824635649,2.7957438101926444
9.408883463516013,9.342925751397772,8.046744431109818,-2.5614578730856197,1.7242514104389552
10.410717280478792,10.677206462544081,7.758288265877059,6.046293770447544,2.9329416700794555
8.545467342033287,9.01442803134442,8.067222840555768,8.578097752609528,2.814897386467948
7.266407339367093,7.9445748388796975,6.758873205101449,8.169476798814033,2.9176375633543783
11.83160628679178,12.590328295449613,9.389311099723416,9.305565357933531,2.9801737776345885
10.6309451461867,11.092765864782951,9.806873394803839,8.457697641071707,8.241179758469915
9.55980283247474,9.33702722134186,6.628473846065257,8.56106657508558,2.717884153258462
8.465031474696449,8.231090618005625,4.114593266488247,22.032136281139504,0.585788056554188
6.874642394560725,6.788262578150297,6.4313784704350025,7.454946658586238,3.032617167525027
7.565091532239473,7.496210000609841,5.625686639441298,0.33693166868157665,3.129384278391095
9.46539814959133,10.067009877951682,7.659386282436876,-10.75355680852232,3.4333661556565493
7.843011942170172,8.17607116319818,6.440293341996364,8.940194494498163,3.4535111834130587
7.235538783459848,7.553950864608215,6.392426089691275,7.059735818603329,3.541412235670486
5.13581359096767,5.2083263781469045,4.35641799857447,7.613067933875352,2.8411088259206636
4.597520775150438,4.574319489517293,3.285959753877714,7.123852124468801,3.242662654934727
6.254392204578471,6.417307258469066,5.677104857199279,6.932211199608224,3.4982633343979224
7.267982412063768,7.331165493727089,5.6280788567968285,3.13028412206152,2.559287253641828
10.45375668942386,10.128246183139979,8.169483360582174,7.911403297673753,2.2077872706141126
5.113711175224266,4.525851593970866,4.769842309223796,-9.061296577088548,-1.5255272412749497
9.629871433469493,9.882076362693411,8.144762872649375,8.426794453258477,3.0413779992205923
7.139409450819124,7.873801461504571,6.919867220985199,8.997902219360029,3.003740578882812
7.15777731981318,7.414596835645753,6.146943299772874,-7.344055954144228,1.4209974051232328
7.028727076370452,6.952083700667089,6.881340984450156,9.776977191811582,6.5129436901266455
5.558626638791278,5.643094800504868,4.771625971421475,7.254821573011089,2.830223603338182
7.019574746424005,7.3168658643083955,6.0547546390852185,7.271649208094744,2.7941226779309623
7.000296120521598,8.469288732806685,5.736104693406735,3.3537582181865186,1.9119224572547058
10.470432139948016,10.602377303788899,8.921120838612287,9.631894746023717,3.192837088620056
7.5925257218424065,7.912965069387863,6.332736007148405,7.429110507391185,2.7596035962737986
5.429689088487015,5.65600289367017,4.252594998124891,8.000291061020246,3.8295855183495373
7.8464887811600885,8.492148351208751,5.802831005985608,5.907434935730896,2.6518298767316586
4.995862303970519,4.733330140247059,5.56170353635547,9.457184402027513,2.977715885610399
7.562016784999812,7.945350856268565,6.8578101744379865,7.755356004523724,3.6571815842925757
6.039372091635487,6.067157388780341,5.527399838566628,7.546833196574466,2.6849961657407473
8.85022701418148,8.527679685890519,7.329971065750257,9.790919554282826,6.076602933094755
10.569291203448604,10.251020105528227,9.544355110376989,1.3629857214929832,3.718255611606864
8.190498588597183,8.249845116824893,6.412193723512498,6.568088440957554,3.1058269212991614
9.62765516130454,10.175582437023944,8.1556696909742,8.512693983734644,3.3296039195312694
9.008887187636056,9.1023572362625,7.676526361938192,8.240136927824969,3.3361686132935615
10.75285526717646,11.341685320429344,9.72113539303559,2.566493316273988,3.7221913859222453
